order	tree	tree_sp	block	block2	site	treatment	mo	moisture_content	LAI	basal_area	nematodes_gram	Achromadora	Acrobeles	Acrobeloides	Acrolobus	Aglenchus	Alaimus	Allodorylaimus	Anaplectus	Anatonchus	Anguina	Aphelenchoides	Aphelenchus	Aporcelaimellus	Aporcelaimium	Aporcelaimus	Aprutides	Axonchium	Basiria	Bastiania	Boleodorus	Bunonema	Bursaphelenchus	Bursilla	Cephalenchus	Cephalobus	Cervidellus	Chiloplacus	Chromadorita	Chronogaster	Clarkus	Coomansus	Coslenchus	criconema	Criconemella	Criconemoides	Criptonchus	Cylindrolaimus	Daptonema	Dauer larva	Dintheria	Diphtherophora	Diplogasteritus	Discolaimium	Ditylenchus	Domorganus	Dorylaimellus	Dorylaimoides	Drilocephalobus	ecphyadophora	Epidorylaimus	Eucephalobus	Eudorylaimus	Eumonhystera 	Filenchus	Fungtionchun	Geomonhystera	Helicotylenchus	Hemicycliophora	Heterocephalobus	Hexatilus	Ironus	Labronema	Lelenchus	Leptolaimus	Leptonchus	Longidorella	Longidorus	Malenchus	Merlinius	Mesocriconema	Mesorhabditis	Metateratocephalus	Microdorylaimus	Microlaimus	Miconchus	Miculenchus	Monhystera	Monhystrella	Mylonchulus	Neopsilenchus	Neothada	Nothotylenchus	Nygolaimus	Ogma	Odontolaymus	Onchulus	Panagrolaimus	Paramphidelus	Paraphelenchus	Pararotylenchus	Paratrichodorus	Paratylenchus	Paraxonchium	Pellioditis	Pelodera	Plectus	Plectonchus	Pratylenchus	Prionchulus	Prismatolaimus	Pristionchus	Prodesmodora	Prodorylaimus	Pseudhalenchus	Psilenchus	Pungentus	Rhabditis	Rhabdolaimus	Rotylenchus	Sectonema	Seinura	Stenonchulus	Sterneinema	Subanguina	Tenunemellus	Teratocephalus	Teratorhabditis	Theristus	Thornia	Thonus	tobrilus	Trichistoma	Trichodorus	Tripyla	Trophonema	Turbatrix	Tylencholaimellus	Tylencholaimus	Tylenchorhynchus	Tylenchus	Tylocephalus	tylolaimophorus	Verutus	Wilsonema	Xiphinema	maturity_index	maturity_index _2-5 	sigma_maturity _index	plant_parasitic_index	channel_index	basal_index	enrichment_index	structure_index	total_biomass	composite_footprint	enrichment_footprint	structure_footprint	herbivore_footprint	fungivore_footprint	bacterivore_footprint	predator_footprint	omnivore_footprint	total_number	herbivores_percentage	fungivores_percentage	fungivores_percen_free-living	bacterivores_percentage	bacterivores_percen_free-living	predators_percen	predators_percen_free-living	omnivores_percentage	omnivores_percen_free-living	sedentary_parasites_percen_herbivores	migratory_endoparasites_percen_herbivores	semi-endoparasites_percen_herbivores	ectoparasites_percen_ herbivores	epidermal_percen_herbivores	"Algal/lichen/moss feeders, % of herbivores"	cp1_percen_free-living	cp2_percen_free-living	cp3_percen_free-living	cp4_percen_free-living	cp5_percen_free-living	pp2_percen_herbivores	pp3_percen_herbivores	pp4_percen_herbivores	pp5_percen_herbivores	bacterivores_number	fungivores_number	predators_number	hervibores_number	omnivores_number	ncr	f_b_ratio	nutritional_status_changes	f+b_pp	prey_predator	topdown	hervibores_number16	f_b_ratio16	fungivores_number16	hervibores_percen16	fungivores_percen16	prey_predator16	richness16	abundance16	shannong16
25	835	encina	3	3	Puechabon	control	21.96712403	32.14	2.48	3277.5922	10.17	0.39000	1.07000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.19000	0.00000	0.00000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.97000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.26000	0.00000	0.00000	0.10000	0.00000	0.39000	0.00000	0.00000	0.00000	0.39000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.48000	0.00000	0.00000	0.29000	0.00000	0.00000	0.10000	0.87000	0.00000	0.00000	0.10000	0.29000	0.00000	0.19000	0.00000	0.10000	0.00000	0.29000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.48000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.48000	0.68000	0.00000	0.00000	0.00000	0.00000	2.49000	2.53000	2.41000	2.16000	65.96000	32.55000	31.33000	61.77000	0.02000	3.90000	0.35000	2.61000	0.18000	0.12000	1.09000	0.23000	2.28000	10.19000	23.70000	15.20000	19.90000	48.60000	63.70000	2.00000	2.60000	10.50000	13.80000	16.10000	0.00000	0.00000	12.00000	71.90000	0.00000	2.60000	66.30000	14.80000	12.60000	3.70000	83.90000	16.10000	0.00000	0.00000	4.94000	1.55000	0.00010	2.41000	1.07000	0.76000	0.31000	1.15000	2.69295	7.00787	0.52697									
26	843	encina	3	3	Puechabon	control	23.06232367	34.24	2.48	415.4756284	19.61	0.19000	0.19000	1.52000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.76000	0.00000	0.57000	0.00000	0.57000	0.00000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.38000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.38000	3.05000	0.00000	0.00000	0.00000	0.00000	0.38000	0.00000	0.00000	0.00000	0.95000	0.00000	0.00000	0.00000	0.00000	3.24000	0.00000	0.00000	0.00000	0.00000	0.57000	0.19000	0.00000	0.00000	0.00000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19000	0.00000	0.00000	0.57000	0.00000	0.00000	0.00000	2.29000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19000	0.00000	0.95000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.57000	0.95000	0.00000	0.00000	0.00000	0.00000	2.42000	2.42000	2.31000	2.03000	100.00000	39.30000	31.40000	52.09000	0.06000	8.57000	0.31000	6.86000	0.31000	0.31000	1.14000	0.09000	6.73000	19.60000	29.10000	26.20000	37.00000	34.00000	47.90000	1.00000	1.40000	9.70000	13.70000	3.30000	0.00000	0.00000	10.00000	86.70000	0.00000	0.00000	80.80000	4.10000	6.80000	8.20000	96.70000	3.30000	0.00000	0.00000	6.67000	5.14000	0.20000	5.71000	1.90000	0.56000	0.77000	1.19000	2.06830	8.34286	0.36778									
27	850	encina	3	3	Puechabon	control	24.55938697	34.36	2.48	346.3605901	20.19	0.00000	0.61000	0.81000	0.00000	0.00000	0.40000	0.40000	0.00000	0.00000	0.00000	0.20000	0.00000	0.20000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.82000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.41000	0.00000	0.40000	1.21000	2.42000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	0.61000	0.00000	0.61000	0.00000	0.00000	0.20000	0.00000	0.40000	0.00000	0.00000	0.00000	0.00000	0.00000	0.81000	0.00000	0.40000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	1.21000	0.00000	0.00000	0.00000	0.20000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.61000	0.00000	0.00000	0.00000	0.40000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.01000	0.00000	0.00000	0.20000	2.62000	0.00000	0.00000	0.00000	0.00000	2.72000	2.74000	2.71000	2.60000	77.90000	26.64000	24.59000	70.82000	0.03000	6.28000	0.22000	4.71000	0.19000	0.36000	1.35000	0.37000	4.00000	20.16000	10.00000	19.00000	21.10000	49.10000	54.50000	4.00000	4.50000	17.90000	19.90000	0.00000	0.00000	0.00000	30.20000	69.80000	0.00000	1.10000	61.20000	5.60000	28.80000	3.30000	69.80000	0.00000	30.20000	0.00000	9.91000	3.84000	0.81000	2.02000	3.61000	0.72000	0.39000	1.05000	6.80693	3.56787	2.18812									
28	858	encina	3	3	Puechabon	control	30.59593023	37.75	2.48	295.5924528	32.06	0.00000	0.00000	6.41000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.96000	0.00000	1.92000	0.00000	0.00000	0.00000	0.32000	0.32000	0.00000	0.32000	0.00000	0.32000	0.00000	0.00000	3.53000	0.64000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.00000	0.00000	0.32000	0.00000	0.32000	0.64000	4.81000	0.00000	0.00000	0.00000	0.00000	1.28000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.92000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.92000	0.00000	0.00000	0.00000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.32000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2.56000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.32000	0.64000	0.00000	0.00000	0.00000	0.00000	2.52000	2.52000	2.54000	3.00000	100.00000	35.58000	23.60000	60.03000	0.03000	7.54000	0.46000	4.73000	0.38000	0.46000	2.11000	0.23000	4.37000	32.03000	5.00000	21.00000	22.10000	56.00000	59.00000	2.00000	2.10000	16.00000	16.80000	20.00000	0.00000	0.00000	20.00000	60.00000	0.00000	0.00000	71.60000	11.60000	10.50000	6.30000	60.00000	0.00000	20.00000	20.00000	17.95000	6.73000	0.64000	1.60000	5.13000	0.73000	0.38000	0.84000	15.42500	4.55459	3.60625									
29	859	encina	3	3	Puechabon	control	25.75975182	31.01	2.48	1698.227179	17.08	0.00000	0.34000	0.51000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.88000	0.00000	0.68000	0.00000	0.51000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.71000	0.00000	0.00000	0.51000	0.68000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.17000	0.17000	0.00000	3.42000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.85000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.68000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51000	0.00000	0.00000	0.00000	0.17000	0.00000	1.71000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17000	0.34000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	2.67000	2.69000	2.69000	2.89000	91.16000	24.77000	44.14000	69.21000	0.07000	10.26000	2.52000	7.05000	0.29000	0.62000	2.60000	0.08000	6.68000	17.05000	9.00000	45.10000	49.50000	28.00000	30.70000	1.00000	1.10000	17.00000	18.60000	0.00000	0.00000	55.60000	22.20000	22.20000	0.00000	1.10000	62.70000	12.10000	16.40000	7.70000	22.20000	66.70000	11.10000	0.00000	4.78000	7.70000	0.17000	1.54000	2.90000	0.38000	1.61000	0.92000	8.10390	4.56678	1.99351									
30	860	encina	3	3	Puechabon	control	21.47476012	29.72	2.48	633.4707427	21.32	0.00000	0.00000	0.85000	0.00000	0.00000	0.21000	0.21000	0.00000	0.00000	0.00000	1.92000	0.43000	0.21000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64000	0.00000	0.00000	2.34000	0.21000	0.21000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.43000	0.00000	0.00000	1.28000	1.07000	0.00000	0.21000	0.00000	0.00000	0.85000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21000	0.00000	0.43000	0.00000	4.05000	0.00000	0.00000	2.34000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.85000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21000	0.00000	0.21000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.43000	0.00000	0.00000	0.64000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.43000	0.00000	0.00000	0.43000	0.00000	0.00000	0.00000	0.00000	0.00000	2.65000	2.65000	2.68000	2.75000	100.00000	29.15000	28.86000	66.94000	0.01000	3.05000	0.30000	1.27000	0.81000	0.38000	0.79000	0.00000	1.08000	21.30000	28.00000	21.10000	29.30000	32.90000	45.70000	0.00010	0.00000	18.00000	25.00000	0.00000	0.00000	0.00000	85.60000	14.40000	0.00000	0.00000	65.30000	5.50000	27.80000	1.40000	28.60000	67.80000	3.50000	0.00000	7.01000	4.50000	0.00010	5.97000	3.84000	0.61000	0.64000	0.96000	1.92797	4.55208	0.64322									
31	876	encina	3	3	Puechabon	drought	17.47754697	29.22	2.58	109.3588403	13.01	0.13000	0.64000	0.51000	0.00000	0.00000	0.00000	0.00000	0.64000	0.00000	0.00000	0.51000	0.00000	0.51000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.13000	0.00000	0.00000	0.64000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.26000	0.13000	0.89000	2.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.77000	0.00000	0.00000	0.00000	0.00000	0.38000	0.00000	0.13000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.51000	0.00000	0.00000	0.00000	0.13000	0.00000	0.13000	0.00000	0.13000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.38000	0.00000	0.00000	0.00000	0.13000	0.26000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51000	0.00000	0.38000	0.77000	0.00000	0.00000	0.00000	0.00000	2.47000	2.47000	2.40000	2.11000	100.00000	37.48000	27.58000	56.27000	0.01000	2.89000	0.19000	1.64000	0.16000	0.27000	0.95000	0.39000	1.12000	13.07000	17.70000	27.40000	33.30000	43.10000	52.30000	2.00000	2.40000	9.90000	12.00000	5.60000	0.00000	0.00000	16.90000	77.50000	0.00000	0.00000	74.90000	8.40000	12.00000	4.70000	88.70000	11.30000	0.00000	0.00000	5.61000	3.56000	0.26000	2.30000	1.29000	0.61000	0.64000	1.17000	3.98696	7.40000	0.67391									
32	888	encina	3	3	Puechabon	drought	20.64889074	31.28	2.58	576.8042652	17.88	0.18000	0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.54000	0.00000	0.18000	0.00000	0.18000	0.00000	0.00000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.07000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	0.00000	0.89000	1.97000	0.00000	0.00000	0.00000	0.00000	0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18000	0.00000	4.65000	0.00000	0.00000	0.00000	0.00000	1.79000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.54000	0.00000	0.00000	0.00000	1.25000	0.00000	0.00000	0.00000	0.72000	0.00000	0.18000	0.00000	0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.89000	0.00000	0.00000	0.18000	0.00000	0.00000	0.00000	0.18000	0.00000	2.73000	2.73000	2.52000	2.09000	100.00000	26.13000	28.11000	70.89000	0.02000	4.06000	0.15000	2.83000	0.31000	0.32000	0.88000	0.16000	2.37000	17.91000	33.00000	21.00000	31.30000	30.00000	44.70000	2.00000	3.00000	14.00000	20.90000	3.00000	0.00000	0.00000	12.20000	84.80000	0.00000	0.00000	61.20000	7.50000	28.30000	3.00000	93.90000	3.00000	3.00000	0.00000	5.36000	3.75000	0.36000	5.90000	2.50000	0.59000	0.70000	1.31000	1.54407	5.24825	0.48475									
33	904	encina	3	3	Puechabon	drought	18.99477807	31.02	2.58	530.9291585	7.29	0.07000	0.44000	0.22000	0.00000	0.00000	0.00000	0.00000	0.58000	0.00000	0.00000	0.15000	0.00000	0.36000	0.00000	0.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22000	0.00000	0.07000	0.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07000	0.00000	0.00000	0.00000	0.00000	0.07000	0.00000	0.15000	0.29000	0.07000	0.95000	0.00000	0.00000	0.00000	0.00000	0.58000	0.07000	0.00000	0.00000	0.44000	0.00000	0.00000	0.07000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22000	0.00000	0.00000	0.07000	0.00000	0.00000	0.00000	0.29000	0.00000	0.00000	0.00000	0.07000	0.00000	0.00000	0.00000	0.00000	0.07000	0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.07000	0.00000	0.15000	0.00000	0.00000	0.07000	0.07000	0.00000	0.07000	0.07000	0.00000	0.00000	0.00000	0.00000	2.69000	2.69000	2.63000	2.23000	100.00000	28.86000	28.09000	67.47000	0.03000	4.26000	0.15000	3.45000	0.07000	0.18000	0.61000	0.19000	3.22000	7.26000	12.80000	25.10000	28.80000	37.10000	42.50000	3.00000	3.50000	22.00000	25.30000	7.50000	0.00000	0.00000	15.10000	77.40000	0.00000	0.00000	67.90000	4.60000	18.30000	9.20000	84.90000	7.50000	7.50000	0.00000	2.71000	1.83000	0.22000	0.93000	1.60000	0.60000	0.68000	1.21000	4.88172	3.00549	1.95699									
34	907	encina	3	3	Puechabon	drought	18.39657059	29.52	2.58	307.907496	12.5	1.00000	0.50000	0.12000	0.00000	0.00000	0.00000	0.12000	0.25000	0.00000	0.00000	0.25000	0.00000	0.50000	0.00000	0.12000	0.00000	0.12000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50000	0.25000	1.62000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12000	0.00000	0.00000	0.62000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.37000	0.00000	0.00000	0.00000	0.75000	0.00000	0.00000	0.00000	0.25000	0.00000	0.50000	0.00000	0.25000	0.12000	0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12000	0.00000	0.00000	0.00000	0.37000	0.00000	0.00000	1.62000	0.00000	0.00000	0.37000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50000	0.00000	0.00000	0.12000	0.00000	0.00000	0.00000	0.00000	3.06000	3.06000	2.99000	2.66000	100.00000	14.81000	33.39000	84.00000	0.02000	4.34000	0.11000	3.44000	0.28000	0.19000	0.62000	0.16000	3.08000	12.42000	18.00000	21.10000	25.70000	27.00000	32.90000	3.90000	4.80000	30.00000	36.60000	50.20000	0.00000	0.00000	22.00000	27.80000	0.00000	0.00000	41.50000	17.00000	35.40000	6.10000	44.40000	50.20000	0.00000	5.40000	3.37000	2.64000	0.49000	2.25000	3.75000	0.56000	0.78000	1.15000	2.67111	1.94811	1.88444									
35	916	encina	3	3	Puechabon	drought	23.58517503	29.62	2.58	88.24733764	5.47	0.00000	0.05000	0.55000	0.00000	0.00000	0.00000	0.00000	0.22000	0.00000	0.00000	0.22000	0.00000	0.27000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05000	0.00000	0.11000	0.00000	0.00000	0.44000	0.11000	0.00000	0.00000	0.00000	0.11000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.16000	0.11000	0.49000	0.00000	0.00000	0.05000	0.00000	0.05000	0.00000	0.00000	0.00000	0.11000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11000	0.00000	0.11000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05000	0.05000	0.05000	0.00000	0.05000	0.00000	0.05000	0.00000	0.05000	0.00000	0.27000	0.00000	0.00000	0.16000	0.00000	0.00000	0.00000	0.44000	0.00000	0.00000	0.00000	0.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.33000	0.00000	0.00000	0.05000	0.00000	0.00000	0.05000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05000	0.00000	0.00000	0.11000	0.00000	0.00000	0.00000	0.00000	2.54000	2.59000	2.50000	2.11000	63.01000	29.37000	35.31000	65.03000	0.01000	1.41000	0.13000	0.87000	0.02000	0.10000	0.48000	0.20000	0.60000	5.40000	8.70000	21.10000	23.10000	53.50000	58.60000	4.80000	5.30000	11.90000	13.00000	0.00000	0.00000	10.60000	34.00000	55.30000	0.00000	3.20000	64.30000	14.20000	11.80000	6.50000	89.40000	10.60000	0.00000	0.00000	2.93000	1.15000	0.26000	0.48000	0.65000	0.72000	0.39000	1.20000	8.50000	5.01099	1.89583									
36	923	encina	3	3	Puechabon	drought	23.81942639	31.99	2.58	172.0336137	8.39	0.00000	0.17000	0.00000	0.00000	0.00000	0.08000	0.00000	0.08000	0.00000	0.00000	0.17000	0.08000	0.17000	0.00000	0.42000	0.00000	0.00000	0.00000	0.00000	0.17000	0.00000	0.08000	0.00000	0.00000	0.25000	0.17000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08000	0.00000	0.00000	0.25000	0.08000	0.00000	0.84000	0.17000	0.00000	0.00000	0.08000	0.00000	0.08000	0.00000	0.00000	0.00000	1.18000	0.00000	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.08000	0.00000	0.76000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08000	0.08000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08000	0.00000	0.00000	0.42000	0.00000	0.00000	0.00000	0.67000	0.00000	0.00000	0.00000	0.25000	0.00000	0.08000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08000	0.00000	0.00000	0.00000	0.08000	0.08000	0.00000	0.00000	0.00000	0.00000	0.00000	0.34000	0.25000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	3.01000	3.04000	2.87000	2.26000	72.17000	17.08000	26.62000	81.79000	0.04000	5.78000	0.07000	5.26000	0.08000	0.19000	0.51000	0.21000	4.79000	8.35000	19.20000	18.00000	22.20000	38.90000	48.10000	1.90000	2.40000	22.00000	27.30000	0.00000	0.00000	5.00000	10.60000	84.40000	0.00000	1.20000	47.00000	12.30000	28.40000	11.10000	84.40000	5.00000	10.60000	0.00000	3.27000	1.51000	0.16000	1.61000	1.85000	0.68000	0.46000	1.33000	2.96894	3.17910	1.24845									
